MetaT k13_genus,MetaT k12_genus,Deep_genus,MetaT k13_species,MetaT k12_species,Deep_species
,,,0.9646,0.9481,0.8475
,,,0.9680,0.9672,0.9893
,,,0.9127,0.6575,0.3454
,,,0.9828,0.9772,0.9917
,,,0.9174,0.4485,0.4522
,,,0.1552,0.0522,0.0141
,,,0.9552,0.4410,0.1934
,,,0.9798,0.9769,0.9430
,,,0.9675,0.9593,0.8882
,,,0.9723,0.9714,0.9946
,,,0.1993,0.0905,0.0244
,,,0.9598,0.9534,0.9246
,,,0.9736,0.7942,0.3730
,,,0.1583,0.0203,0.0024
,,,0.9739,0.9581,0.8041
,,,0.9501,0.8422,0.6552
,,,0.7005,0.5177,0.4419
,,,0.9577,0.6818,0.2383
,,,0.9698,0.9688,0.9878
,,,0.9474,0.9062,0.8059
,,,0.9935,0.9897,0.9473
,,,0.8860,0.0383,0.0262
,,,0.9869,0.9847,0.9659
,,,0.2568,0.1158,0.0411
,,,0.9506,0.9395,0.9037
,,,0.9832,0.8709,0.5064
,,,0.9674,0.9662,0.9777
,,,0.9935,0.9897,0.9106
,,,0.9425,0.1565,0.0967
,,,0.8207,0.3667,0.2340
,,,0.9659,0.9518,0.8373
,,,0.9936,0.9904,0.9807
,,,0.9678,0.6426,0.2607
,,,0.9899,0.9846,0.9573
,,,0.1588,0.0649,0.0052
,,,0.9719,0.9837,0.9704
,,,0.9943,0.9931,0.9818
,,,0.9783,0.9764,0.9685
,,,0.9799,0.9782,0.9801
,,,0.9920,0.7383,0.4492
,,,0.9743,0.9717,0.9831
,,,0.5900,0.0005,0.0020
,,,0.9396,0.8134,0.6578
,,,0.9845,0.9802,0.9423
,,,0.9632,0.9615,0.9637
,,,0.9782,0.9657,0.8405
,,,0.9805,0.9718,0.9125
,,,0.6804,0.3576,0.2789
,,,0.9496,0.7492,0.5360
,,,0.9717,0.9718,0.9876
,,,0.9809,0.9795,0.8520
,,,0.9928,0.9929,0.9987
,,,0.9618,0.9589,0.9292
,,,0.9458,0.9276,0.8743
,,,0.9703,0.9656,0.9769
,,,0.9882,0.9880,0.9911
,,,0.9183,0.8985,0.8188
,,,0.9577,0.9575,0.9239
,,,0.9611,0.9199,0.8891
,,,0.9274,0.7884,0.5999
,,,0.9740,0.9461,0.7534
,,,0.1618,0.0565,0.0241
,,,0.9696,0.9534,0.9334
,,,0.9667,0.9668,0.9841
,,,0.8735,0.8670,0.5990
,,,0.9030,0.0568,0.0569
,,,0.9632,0.4393,0.2260
,,,0.9734,0.9721,0.9687
,,,0.9556,0.9544,0.9845
,,,0.5600,0.4350,0.1458
,,,0.9288,0.8405,0.4462
,,,0.1916,0.0723,0.0284
,,,0.9280,0.8854,0.6956
,,,0.9612,0.9601,0.9884
,,,0.9822,0.9783,0.9273
,,,0.9932,0.9911,0.9817
,,,0.9648,0.9625,0.8633
,,,0.9811,0.9767,0.9969
,,,0.9907,0.9889,0.9492
,,,0.9690,0.9616,0.9263
,,,0.9822,0.9748,0.8193
,,,0.1427,0.0531,0.0099
,,,0.9816,0.6528,0.2593
,,,0.3894,0.0000,0.0005
,,,0.9927,0.9922,0.9768
,,,0.7652,0.5233,0.2175
,,,0.0927,0.0402,0.0264
,,,0.8090,0.6941,0.4221
,,,0.1077,0.0328,0.0046
,,,0.9443,0.9128,0.8566
,,,0.9583,0.8277,0.4439
,,,0.9726,0.9403,0.6570
,,,0.9772,0.7933,0.3720
,,,0.9549,0.9247,0.9422
,,,0.9865,0.9867,0.9802
,,,0.8560,0.7576,0.6440
,,,0.9524,0.8614,0.8158
,,,0.1468,0.0466,0.0213
,,,0.9918,0.8987,0.5463
,,,0.9565,0.9585,0.8651
,,,0.9888,0.9876,0.9842
,,,0.9230,0.9181,0.9050
,,,0.9746,0.9719,0.9524
,,,0.9929,0.9815,0.8445
,,,0.9536,0.9297,0.7472
,,,0.9745,0.9232,0.6367
,,,0.9710,0.9402,0.8266
,,,0.9527,0.9321,0.8223
,,,0.1158,0.0314,0.0073
,,,0.9686,0.9657,0.9528
,,,0.9771,0.9701,0.8764
,,,0.9638,0.9534,0.9027
,,,0.9686,0.9453,0.8713
,,,0.9546,0.9392,0.8058
,,,0.9892,0.9808,0.9159
,,,0.9723,0.9719,0.9905
,,,0.9609,0.9523,0.9360
,,,0.8774,0.5437,0.1778
,,,0.9604,0.9110,0.6357
,,,0.9643,0.9664,0.9782
,,,0.9682,0.9669,0.9695
,,,0.9853,0.9859,0.9878
,,,0.8937,0.6000,0.2752
,,,0.9832,0.9824,0.9787
,,,0.8097,0.7158,0.3426
,,,0.9701,0.7931,0.4918
,,,0.9525,0.9382,0.8859
,,,0.1528,0.0334,0.0027
,,,0.9891,0.9884,0.9767
,,,0.9848,0.9772,0.8166
,,,0.9096,0.6935,0.2817
,,,0.9854,0.9831,0.9754
,,,0.3663,0.1524,0.0484
,,,0.9583,0.9574,0.9712
,,,0.9566,0.7377,0.3587
,,,0.9939,0.9933,0.9598
,,,0.2374,0.0800,0.0145
,,,0.8523,0.6467,0.3090
,,,0.7777,0.6990,0.5879
,,,0.7428,0.2176,0.0145
,,,0.9838,0.9257,0.7875
,,,0.2467,0.1094,0.0400
,,,0.8901,0.0720,0.0673
,,,0.9054,0.6607,0.4538
,,,0.9622,0.9611,0.9522
,,,0.9937,0.9913,0.9458
,,,0.3231,0.2160,0.0870
,,,0.6186,0.0478,0.0396
,,,0.9754,0.9761,0.9722
,,,0.9605,0.9416,0.7579
,,,0.9645,0.9545,0.9518
,,,0.9719,0.9624,0.9711
,,,0.2171,0.1221,0.0152
,,,0.2770,0.1451,0.0379
,,,0.9732,0.9541,0.7982
,,,0.9608,0.9496,0.8579
,,,0.9759,0.9544,0.7526
,,,0.9358,0.8751,0.9385
,,,0.9736,0.9703,0.9665
,,,0.2326,0.0581,0.0107
,,,0.9851,0.9640,0.6532
,,,0.9860,0.9780,0.8721
,,,0.9603,0.9526,0.9621
,,,0.9243,0.6779,0.3957
,,,0.9847,0.9763,0.9790
,,,0.9571,0.9555,0.9427
,,,0.9740,0.9703,0.9506
,,,0.9560,0.9531,0.9662
,,,0.9715,0.9700,0.9821
,,,0.1628,0.0711,0.0200
,,,0.4508,0.0110,0.0143
,,,0.9866,0.9817,0.9390
,,,0.6670,0.0693,0.0659
,,,0.9889,0.9881,0.9770
,,,0.9960,0.9958,0.9890
,,,0.8613,0.4467,0.3957
,,,0.1085,0.0517,0.0071
,,,0.9705,0.9700,0.9919
,,,0.9855,0.8638,0.5471
,,,0.1401,0.0405,0.0066
,,,0.9654,0.9639,0.9468
,,,0.5278,0.0849,0.0081
,,,0.9551,0.8005,0.5651
,,,0.9714,0.9629,0.9414
,,,0.9772,0.9770,0.9964
,,,0.9923,0.9860,0.9826
,,,0.9259,0.8434,0.5314
,,,0.9600,0.9214,0.8690
,,,0.9399,0.8660,0.5255
,,,0.8531,0.5854,0.2089
,,,0.9354,0.9107,0.9113
,,,0.9389,0.2366,0.1075
,,,0.2300,0.0780,0.0117
,,,0.9855,0.9838,0.9759
,,,0.9673,0.9204,0.6923
,,,0.9708,0.9638,0.9896
,,,0.9590,0.9539,0.8796
,,,0.3355,0.1690,0.0439
,,,0.9126,0.9190,0.9018
,,,0.9705,0.4859,0.1446
,,,0.9368,0.8755,0.7242
,,,0.9654,0.9654,0.9975
,,,0.9660,0.9636,0.9857
,,,0.9162,0.9080,0.5860
,,,0.9661,0.9591,0.9325
,,,0.9540,0.9523,0.9502
,,,0.9364,0.3550,0.0883
,,,0.1420,0.0361,0.0092
,,,0.9179,0.4901,0.3687
,,,0.9064,0.6055,0.3296
,,,0.9771,0.9772,0.9992
,,,0.9703,0.9645,0.9437
,,,0.9644,0.7688,0.4109
,,,0.1302,0.0537,0.0174
,,,0.9944,0.9931,0.9589
,,,0.9912,0.8711,0.5295
,,,0.9617,0.9578,0.9857
,,,0.9983,0.9982,0.9938
,,,0.8911,0.7939,0.5045
,,,0.9872,0.9866,0.9827
,,,0.9687,0.9656,0.9634
,,,0.9573,0.9483,0.9450
,,,0.9846,0.9826,0.9047
,,,0.9920,0.9914,0.9944
,,,0.9027,0.8769,0.7132
,,,0.1261,0.0341,0.0106
,,,0.9790,0.9782,0.9868
,,,0.1684,0.0744,0.0161
,,,0.9773,0.8968,0.6070
,,,0.9834,0.9015,0.5744
,,,0.9922,0.9922,0.9998
,,,0.9828,0.9797,0.9913
,,,0.9214,0.8602,0.8424
,,,0.9519,0.9434,0.8239
,,,0.2264,0.1218,0.0374
,,,0.6030,0.0002,0.0005
,,,0.9647,0.9606,0.9721
,,,0.9904,0.9084,0.5116
,,,0.9674,0.9666,0.9956
,,,0.9694,0.9650,0.8553
,,,0.9765,0.9480,0.7327
,,,0.9891,0.9236,0.5641
,,,0.9361,0.6540,0.6207
,,,0.9926,0.9837,0.8709
,,,0.1418,0.0581,0.0110
,,,0.1252,0.0478,0.0119
,,,0.9820,0.9673,0.8599
,,,0.9784,0.7396,0.7792
,,,0.3778,0.2199,0.0741
,,,0.9726,0.9676,0.9418
,,,0.9556,0.9547,0.9324
,,,0.0588,0.0439,0.0128
,,,0.9786,0.9809,0.9791
,,,0.9775,0.9669,0.9760
,,,0.3786,0.0001,0.0003
,,,0.9595,0.9614,0.9813
,,,0.9466,0.9380,0.9110
,,,0.9829,0.9604,0.7304
,,,0.9518,0.9240,0.8601
,,,0.9600,0.5084,0.2926
,,,0.9653,0.9558,0.9644
,,,0.9768,0.8723,0.6534
,,,0.9531,0.9638,0.9701
,,,0.9564,0.9560,0.9730
,,,0.2530,0.0719,0.0097
,,,0.9196,0.8431,0.4946
,,,0.9673,0.9571,0.9486
,,,0.7867,0.4202,0.1876
,,,0.9685,0.9226,0.6050
,,,0.9849,0.9845,0.9635
,,,0.2319,0.0788,0.0282
,,,0.9675,0.9618,0.9712
,,,0.9807,0.9764,0.9332
,,,0.9461,0.9450,0.9237
,,,0.9306,0.8605,0.7992
,,,0.9739,0.9720,0.9611
,,,0.9263,0.9117,0.8337
,,,0.9409,0.8479,0.5004
,,,0.9164,0.6925,0.5235
,,,0.9680,0.9654,0.9865
,,,0.9819,0.9793,0.9541
,,,0.9805,0.9796,0.9656
,,,0.7307,0.8543,0.6819
,,,0.9586,0.9536,0.9137
,,,0.9045,0.7445,0.6610
,,,0.9792,0.9799,0.9237
,,,0.1820,0.1114,0.0124
,,,0.9578,0.9516,0.9148
,,,0.9793,0.9777,0.9796
,,,0.9589,0.7119,0.3235
,,,0.9816,0.9787,0.9650
,,,0.9819,0.9795,0.9325
,,,0.9291,0.8763,0.7448
,,,0.9684,0.9654,0.9721
,,,0.9585,0.9603,0.9781
,,,0.9767,0.9724,0.9764
,,,0.0853,0.0381,0.0100
,,,0.2861,0.1280,0.0220
,,,0.2002,0.0598,0.0121
,,,0.1350,0.0484,0.0118
,,,0.9700,0.9693,0.9590
,,,0.9616,0.9401,0.7015
,,,0.9941,0.9932,0.9478
,,,0.3875,0.2222,0.0884
,,,0.7472,0.1452,0.0234
,,,0.1193,0.0447,0.0123
,,,0.9840,0.9840,0.9805
,,,0.0826,0.0425,0.0120
,,,0.9178,0.9054,0.7505
,,,0.9563,0.9531,0.9646
,,,0.9840,0.9674,0.9503
,,,0.6735,0.0029,0.0014
,,,0.9549,0.4640,0.1337
,,,0.9763,0.8912,0.5211
,,,0.9836,0.7896,0.4888
,,,0.9569,0.9169,0.8986
,,,0.9678,0.9645,0.9472
,,,0.9462,0.8463,0.7345
,,,0.4077,0.3806,0.2704
,,,0.9065,0.8541,0.7174
,,,0.9620,0.9508,0.9731
,,,0.9596,0.9588,0.9702
,,,0.9681,0.9614,0.8852
,,,0.9840,0.9836,0.9888
,,,0.9666,0.9312,0.8673
,,,0.2474,0.1023,0.0418
,,,0.9506,0.8398,0.7113
,,,0.9776,0.9715,0.8603
,,,0.1328,0.0229,0.0042
,,,0.9752,0.9772,0.9702
,,,0.1455,0.0711,0.0281
,,,0.9473,0.9336,0.9369
,,,0.9989,0.9983,0.9937
,,,0.9643,0.9619,0.9904
,,,0.9662,0.9652,0.9929
,,,0.9866,0.9859,0.9702
,,,0.9725,0.9682,0.9360
,,,0.9710,0.9667,0.9548
,,,0.8602,0.7138,0.4015
,,,0.9956,0.9954,0.9909
,,,0.9691,0.9603,0.8860
,,,0.6676,0.0001,0.0024
,,,0.1022,0.0442,0.0062
,,,0.9804,0.9789,0.9443
,,,0.7160,0.5667,0.3507
,,,0.7846,0.6665,0.7098
,,,0.2281,0.1059,0.0330
,,,0.9779,0.8173,0.4058
,,,0.9718,0.9360,0.7419
,,,0.9494,0.3337,0.1681
,,,0.9655,0.9643,0.9844
,,,0.9594,0.9398,0.8367
,,,0.9519,0.9528,0.8599
,,,0.9769,0.9768,0.9849
,,,0.8733,0.8263,0.3801
,,,0.9558,0.9437,0.7120
,,,0.7900,0.0957,0.0393
,,,0.9695,0.9691,0.9913
,,,0.9576,0.9578,0.9784
,,,0.1775,0.0588,0.0057
,,,0.4360,0.0000,0.0005
,,,0.9173,0.6894,0.3881
,,,0.9524,0.9110,0.5975
,,,0.9814,0.9661,0.9176
,,,0.8929,0.2428,0.0484
,,,0.9817,0.9770,0.9382
,,,0.9544,0.9571,0.9872
,,,0.7345,0.8904,0.6817
,,,0.9737,0.9663,0.8138
,,,0.6462,0.0001,0.0014
,,,0.8628,0.3573,0.4622
,,,0.5837,0.4195,0.5753
,,,0.3160,0.1387,0.0332
,,,0.9918,0.9844,0.8390
,,,0.9681,0.9680,0.9923
,,,0.9457,0.8885,0.6716
,,,0.9708,0.6922,0.3157
,,,0.1302,0.0259,0.0062
,,,0.9932,0.9865,0.9031
,,,0.9904,0.9883,0.9344
,,,0.9770,0.9738,0.9838
,,,0.9223,0.8938,0.8921
,,,0.3924,0.1934,0.0365
,,,0.9851,0.9598,0.7151
,,,0.6928,0.4108,0.2437
,,,0.9817,0.9702,0.8312
,,,0.9629,0.9573,0.8842
,,,0.9611,0.9597,0.9838
,,,0.9820,0.9744,0.9373
,,,0.9762,0.9753,0.9383
,,,0.9800,0.9753,0.9819
,,,0.9724,0.9707,0.9764
,,,0.9631,0.7812,0.6696
,,,0.9876,0.9872,0.9919
,,,0.9440,0.8606,0.8365
,,,0.9484,0.9473,0.9681
,,,0.9939,0.9904,0.8943
,,,0.9693,0.9684,0.9888
,,,0.7687,0.5834,0.3767
,,,0.9868,0.9874,0.9872
,,,0.9692,0.9652,0.9497
,,,0.9726,0.9693,0.9785
,,,0.5713,0.0277,0.0128
,,,0.7487,0.2750,0.2318
,,,0.9708,0.9704,0.9919
,,,0.8225,0.0226,0.0076
,,,0.9799,0.9787,0.9950
,,,0.7558,0.6673,0.3838
,,,0.9732,0.9715,0.9922
,,,0.9919,0.9872,0.8386
,,,0.8866,0.5842,0.4948
,,,0.9744,0.9745,0.9982
,,,0.9707,0.9344,0.7844
,,,0.9841,0.9826,0.9548
,,,0.9684,0.9638,0.9760
,,,0.9870,0.9848,0.9762
,,,0.9683,0.9549,0.8407
,,,0.9748,0.8456,0.7528
,,,0.9099,0.8775,0.6818
,,,0.9108,0.8365,0.5606
,,,0.9682,0.9670,0.9931
,,,0.9822,0.9820,0.9881
,,,0.9850,0.9770,0.9895
,,,0.9702,0.9682,0.9362
,,,0.9655,0.9610,0.9630
,,,0.1608,0.0596,0.0191
,,,0.7828,0.1362,0.0352
,,,0.9902,0.9902,0.9994
,,,0.9789,0.7796,0.3721
,,,0.9154,0.4976,0.2827
,,,0.9659,0.4272,0.0944
,,,0.9664,0.9390,0.7154
,,,0.9191,0.8983,0.6215
,,,0.9558,0.4068,0.2765
,,,0.9553,0.1694,0.1283
,,,0.9830,0.9432,0.7519
,,,0.9622,0.9554,0.9567
,,,0.9845,0.9812,0.9701
,,,0.9925,0.9907,0.9794
,,,0.9605,0.9608,0.9902
,,,0.2739,0.1517,0.0358
,,,0.9157,0.8344,0.7214
,,,0.7636,0.5101,0.5255
,,,0.9811,0.9744,0.8669
,,,0.8262,0.0569,0.0173
,,,0.9761,0.9755,0.9923
,,,0.9452,0.6466,0.4438
,,,0.9774,0.9520,0.9108
,,,0.3529,0.1598,0.0351
,,,0.9111,0.5532,0.1440
,,,0.2500,0.1101,0.0178
,,,0.9356,0.9240,0.8978
,,,0.9732,0.9706,0.9792
,,,0.9106,0.8026,0.4430
,,,0.9940,0.9912,0.9416
,,,0.9395,0.3849,0.3356
,,,0.1653,0.0448,0.0103
,,,0.9178,0.8512,0.8441
,,,0.9576,0.9511,0.9090
,,,0.9675,0.9310,0.7606
,,,0.9584,0.9482,0.9401
,,,0.9783,0.9738,0.8631
,,,0.9601,0.9536,0.9730
,,,0.9760,0.9571,0.9526
,,,0.9641,0.9627,0.9779
,,,0.9748,0.9717,0.9171
,,,0.1440,0.0594,0.0065
,,,0.9644,0.9642,0.9885
,,,0.9912,0.9912,0.9899
,,,0.9620,0.9611,0.9516
,,,0.3090,0.1334,0.0495
,,,0.9700,0.9723,0.9049
,,,0.8481,0.0393,0.0254
,,,0.9478,0.9541,0.9581
,,,0.9499,0.8641,0.9341
,,,0.9920,0.9907,0.9573
,,,0.9595,0.9551,0.9624
,,,0.9683,0.9634,0.9751
,,,0.9688,0.9684,0.9896
,,,0.4902,0.0038,0.0015
,,,0.9835,0.9809,0.9880
,,,0.9660,0.9671,0.9931
,,,0.9003,0.2278,0.1271
,,,0.4407,0.1835,0.0548
,,,0.2502,0.1154,0.0282
,,,0.2296,0.0978,0.0100
,,,0.9615,0.9584,0.9598
,,,0.9745,0.9766,0.9769
,,,0.9103,0.8547,0.6181
,,,0.9636,0.9526,0.9130
,,,0.3492,0.2735,0.2107
,,,0.9379,0.9452,0.9530
,,,0.9355,0.5523,0.3073
,,,0.9836,0.9794,0.9438
,,,0.9757,0.3762,0.1666
,,,0.9619,0.9644,0.9540
,,,0.9675,0.9385,0.7197
,,,0.9704,0.9294,0.6831
,,,0.9655,0.9144,0.7185
,,,0.9437,0.9324,0.9057
,,,0.9799,0.9797,0.9668
,,,0.9572,0.6582,0.5975
,,,0.9736,0.9735,0.9942
,,,0.9403,0.7724,0.6179
,,,0.1202,0.0348,0.0134
,,,0.9773,0.9636,0.7656
,,,0.7848,0.5184,0.1286
,,,0.8735,0.6865,0.3179
,,,0.9416,0.9205,0.8197
,,,0.8723,0.5717,0.2879
,,,0.9645,0.9636,0.9555
,,,0.0865,0.0383,0.0111
,,,0.9765,0.9701,0.9487
,,,0.9746,0.9663,0.8038
,,,0.9680,0.9676,0.9963
,,,0.9858,0.9883,0.9849
,,,0.9911,0.9746,0.8560
,,,0.9885,0.9852,0.9646
,,,0.1923,0.0744,0.0260
,,,0.7010,0.0031,0.0015
,,,0.9832,0.9810,0.9461
,,,0.9684,0.9718,0.9727
,,,0.9803,0.9786,0.9781
,,,0.9897,0.9884,0.9607
,,,0.9721,0.9702,0.9895
,,,0.9751,0.9569,0.9149
,,,0.8919,0.8424,0.7971
,,,0.9477,0.8156,0.5070
,,,0.9353,0.5635,0.2897
,,,0.9216,0.8721,0.6843
,,,0.9906,0.9869,0.9765
,,,0.9941,0.9886,0.9842
,,,0.9949,0.9574,0.7886
,,,0.9163,0.9080,0.9268
,,,0.9906,0.9900,0.9703
,,,0.9574,0.9542,0.9778
,,,0.9406,0.9060,0.8433
,,,0.9795,0.9795,0.9846
,,,0.9779,0.9742,0.9656
,,,0.8243,0.6017,0.4235
,,,0.9792,0.9367,0.6322
,,,0.9850,0.9842,0.9728
,,,0.9409,0.9185,0.7642
,,,0.9059,0.8661,0.7692
,,,0.2580,0.1137,0.0474
,,,0.9441,0.8510,0.6084
,,,0.9768,0.9773,0.9771
,,,0.1224,0.0678,0.0150
,,,0.3064,0.1145,0.0436
,,,0.9854,0.9810,0.8964
,,,0.9879,0.9886,0.9758
,,,0.9753,0.9732,0.9402
,,,0.9794,0.9655,0.7616
,,,0.9803,0.9793,0.9852
,,,0.9361,0.3004,0.1168
,,,0.9606,0.9607,0.9962
,,,0.9862,0.9697,0.9382
,,,0.1511,0.0782,0.0119
,,,0.1405,0.0297,0.0112
,,,0.2513,0.0867,0.0208
,,,0.9856,0.9868,0.9951
,,,0.9457,0.9353,0.8551
,,,0.9973,0.9958,0.9866
,,,0.9838,0.9837,0.9863
,,,0.9772,0.9772,0.9796
,,,0.1691,0.0575,0.0120
,,,0.9602,0.9592,0.8793
,,,0.9460,0.9426,0.9062
,,,0.9916,0.9896,0.9883
,,,0.9888,0.9885,0.9902
,,,0.9752,0.9728,0.9873
,,,0.8552,0.0381,0.0162
,,,0.1858,0.0735,0.0095
,,,0.9812,0.9650,0.8371
,,,0.8795,0.8260,0.7045
,,,0.9738,0.9730,0.9757
,,,0.8658,0.3254,0.0946
,,,0.9821,0.9780,0.9700
,,,0.9808,0.9697,0.9288
,,,0.9675,0.9573,0.7661
,,,0.9638,0.9548,0.8123
,,,0.9220,0.8908,0.8422
,,,0.8524,0.4732,0.3565
,,,0.9839,0.9740,0.9563
,,,0.9912,0.9676,0.7309
,,,0.9544,0.9539,0.9728
,,,0.9863,0.8273,0.4264
,,,0.9564,0.9545,0.9636
,,,0.9674,0.9366,0.9301
,,,0.9627,0.9127,0.7775
,,,0.9472,0.8556,0.4966
,,,0.9712,0.9707,0.9908
,,,0.9347,0.8691,0.6066
,,,0.9287,0.8834,0.7973
,,,0.2548,0.1232,0.0320
,,,0.9840,0.9808,0.9371
,,,0.9386,0.9224,0.7412
,,,0.9703,0.9603,0.8916
,,,0.9836,0.9855,0.9948
,,,0.9589,0.9441,0.7023
,,,0.9722,0.9705,0.9738
,,,0.4834,0.3216,0.1192
,,,0.2781,0.1086,0.0331
,,,0.9640,0.9549,0.9321
,,,0.9721,0.9668,0.9745
,,,0.9770,0.9761,0.9810
,,,0.9499,0.8149,0.7932
,,,0.9864,0.9892,0.9868
,,,0.1843,0.0807,0.0208
,,,0.9959,0.9952,0.9853
,,,0.9724,0.9706,0.9719
,,,0.9826,0.9796,0.9436
,,,0.2935,0.1771,0.0670
,,,0.9685,0.9667,0.9772
,,,0.9807,0.9612,0.9374
,,,0.9890,0.8787,0.5756
,,,0.9851,0.9792,0.9563
,,,0.9850,0.9773,0.9555
,,,0.9862,0.9820,0.9269
,,,0.6470,0.3726,0.2202
,,,0.3353,0.1572,0.0142
,,,0.9721,0.9691,0.9845
,,,0.9518,0.4618,0.1775
,,,0.9582,0.9308,0.9548
,,,0.1308,0.0563,0.0208
,,,0.9483,0.9349,0.8965
,,,0.9712,0.9656,0.9629
,,,0.9798,0.9775,0.9672
,,,0.9851,0.9750,0.9039
,,,0.9475,0.9311,0.9095
,,,0.9913,0.9893,0.9787
,,,0.9204,0.7989,0.6146
,,,0.9132,0.6141,0.5291
,,,0.2179,0.1121,0.0336
,,,0.9863,0.9814,0.9489
,,,0.9837,0.9706,0.9595
,,,0.2562,0.1198,0.0251
,,,0.9354,0.9162,0.8133
,,,0.1546,0.0599,0.0086
,,,0.2171,0.0696,0.0254
,,,0.8912,0.8220,0.6746
,,,0.9686,0.9641,0.9659
,,,0.1342,0.0639,0.0148
,,,0.9901,0.9866,0.9643
,,,0.9748,0.9734,0.9715
,,,0.9748,0.9744,0.9861
,,,0.9692,0.9614,0.8974
,,,0.9702,0.9108,0.7377
,,,0.9485,0.8777,0.8445
,,,0.9663,0.9655,0.9875
,,,0.1315,0.0408,0.0194
,,,0.1442,0.0726,0.0151
,,,0.4537,0.1954,0.0685
,,,0.9628,0.9520,0.9546
,,,0.8210,0.0231,0.0249
,,,0.8264,0.4562,0.3591
,,,0.9393,0.9287,0.8513
,,,0.9775,0.9486,0.8495
,,,0.9021,0.2719,0.1461
,,,0.9568,0.6354,0.2216
,,,0.9676,0.9629,0.9594
,,,0.9684,0.9668,0.9807
,,,0.6386,0.1898,0.0978
,,,0.1824,0.0618,0.0094
,,,0.9568,0.9542,0.9598
,,,0.9756,0.9734,0.8673
,,,0.9720,0.9718,0.9539
,,,0.2784,0.1726,0.0407
,,,0.9043,0.8063,0.6264
,,,0.9689,0.9637,0.9616
,,,0.9800,0.9795,0.9944
,,,0.2584,0.0829,0.0180
,,,0.9198,0.6275,0.2680
,,,0.7028,0.4075,0.1115
,,,0.9604,0.9567,0.9186
,,,0.9644,0.9518,0.8848
,,,0.9422,0.6932,0.3092
,,,0.9903,0.9889,0.9861
,,,0.9607,0.8698,0.7090
,,,0.8891,0.6494,0.3671
,,,0.9838,0.9835,0.9967
,,,0.9583,0.9329,0.6893
,,,0.9650,0.9618,0.9824
,,,0.9908,0.9854,0.9854
,,,0.9543,0.9440,0.8079
,,,0.5157,0.4519,0.3400
,,,0.9723,0.9643,0.8959
,,,0.9643,0.9626,0.9838
,,,0.9596,0.9534,0.9761
,,,0.4536,0.3933,0.3721
,,,0.1527,0.0525,0.0235
,,,0.9704,0.9132,0.8227
,,,0.6105,0.0005,0.0008
,,,0.9370,0.8815,0.8252
,,,0.9965,0.9962,0.9592
,,,0.1547,0.0546,0.0168
,,,0.3137,0.1615,0.0347
,,,0.8593,0.7679,0.4507
,,,0.9740,0.9654,0.9413
,,,0.9788,0.9639,0.8160
,,,0.5797,0.1630,0.0157
,,,0.9260,0.8255,0.6253
,,,0.9956,0.9953,0.9964
,,,0.9617,0.9584,0.8838
,,,0.6696,0.6660,0.3005
,,,0.9835,0.9805,0.9815
,,,0.9576,0.9530,0.9781
,,,0.9257,0.7959,0.5092
,,,0.9765,0.9759,0.9892
,,,0.9645,0.9292,0.9409
,,,0.9691,0.9689,0.9811
,,,0.9739,0.8514,0.7440
,,,0.9731,0.9643,0.9526
,,,0.9046,0.4769,0.3282
,,,0.9935,0.9933,0.9431
,,,0.9472,0.9305,0.9716
,,,0.9824,0.9818,0.9553
,,,0.9617,0.9643,0.9655
,,,0.1506,0.0479,0.0093
,,,0.9984,0.9979,0.9950
,,,0.1795,0.0684,0.0212
,,,0.9660,0.9653,0.9975
,,,0.9662,0.9648,0.9717
,,,0.9743,0.9730,0.9903
,,,0.8903,0.6768,0.3142
,,,0.8149,0.0838,0.0161
,,,0.9672,0.9353,0.7165
,,,0.9306,0.5497,0.2840
,,,0.9356,0.9231,0.8175
,,,0.9503,0.9455,0.9369
,,,0.9817,0.9793,0.9557
,,,0.9663,0.9584,0.9362
,,,0.9771,0.3619,0.0594
,,,0.9452,0.9310,0.8076
,,,0.1470,0.0412,0.0093
,,,0.9905,0.9866,0.9489
,,,0.9489,0.8921,0.8498
,,,0.9788,0.9783,0.9902
,,,0.5187,0.3295,0.1485
,,,0.9904,0.9904,0.9949
,,,0.9740,0.9743,0.9543
,,,0.9618,0.9457,0.7598
,,,0.9564,0.9564,0.9807
,,,0.9414,0.9335,0.8759
,,,0.9908,0.9908,0.9954
,,,0.9363,0.8820,0.4801
,,,0.9525,0.9470,0.9641
,,,0.7992,0.7867,0.6097
,,,0.3176,0.1401,0.0260
,,,0.8899,0.5514,0.1404
,,,0.8554,0.7803,0.4485
,,,0.9869,0.9734,0.9662
,,,0.9876,0.9823,0.9590
,,,0.5395,0.3168,0.1335
,,,0.9650,0.9584,0.9294
,,,0.9670,0.9600,0.8880
,,,0.9717,0.9718,0.9748
,,,0.9928,0.9916,0.9932
,,,0.9665,0.9100,0.9067
,,,0.9814,0.9700,0.7527
,,,0.9813,0.9791,0.9489
,,,0.9836,0.9797,0.9542
,,,0.9806,0.9624,0.7091
,,,0.9587,0.9397,0.8177
,,,0.9836,0.9819,0.9872
,,,0.9958,0.9956,0.9947
,,,0.9712,0.6504,0.1953
,,,0.1859,0.0669,0.0261
,,,0.9626,0.9339,0.8530
,,,0.8320,0.1514,0.0646
,,,0.3190,0.0857,0.0238
,,,0.9897,0.9891,0.9833
,,,0.9737,0.9459,0.9302
,,,0.3106,0.0253,0.0107
